사용월,호선명,지하철역,유임승차인원,무임승차인원,유임하차인원,무임하차인원
202205,5호선,신길,106896,11587,111125,11924
202205,5호선,신길,106896,11587,111125,11924
202205,5호선,서대문,458591,64499,470465,60278
202205,5호선,공덕,341158,45015,365530,42332
202205,5호선,송정,142600,51495,132023,50015
202205,5호선,장한평,423703,89149,412047,89728
202205,5호선,신정(은행정),335263,63852,261411,61506
202205,5호선,천호(풍납토성),432863,131961,426431,134389
202205,5호선,여의나루,495252,33608,540829,33112
202205,5호선,하남검단산,140000,48090,131749,47539
202205,5호선,하남풍산,98401,26220,95179,25767
202205,5호선,명일,189871,70198,191466,72342
202205,5호선,종로3가,325975,94418,317686,98434
202205,5호선,올림픽공원(한국체대),105268,38663,95052,35145
202205,5호선,방화,145796,52365,138196,50767
202205,5호선,고덕,213944,67480,210067,67095
202205,5호선,미사,406141,75691,403661,75769
202205,5호선,여의도,693464,53002,759027,50613
202205,5호선,마천,156635,56844,145775,58549
202205,5호선,하남검단산,140000,48090,131749,47539
202205,5호선,개롱,139042,47581,142891,48862
202205,5호선,개롱,139042,47581,142891,48862
202205,5호선,목동,404152,81862,426533,82317
202205,5호선,영등포시장,228278,69089,235286,71093
202205,5호선,아차산(어린이대공원후문),378327,104311,358606,101447
202205,5호선,광나루(장신대),342066,72828,309031,70278
202205,5호선,방화,145796,52365,138196,50767
202205,5호선,하남시청(덕풍?신장),148229,65111,137646,65753
202205,5호선,김포공항,206145,35464,202160,38872
202205,5호선,하남풍산,98401,26220,95179,25767
202205,5호선,종로3가,325975,94418,317686,98434
202205,5호선,영등포구청,88809,20156,91694,19773
202205,5호선,둔촌동,180559,61146,177563,61643
202205,5호선,광화문(세종문화회관),773839,85302,820105,84889
202205,5호선,김포공항,206145,35464,202160,38872
202205,5호선,청구,89875,25419,83484,19560
202205,5호선,왕십리(성동구청),109316,23679,136005,23791
202205,5호선,강일,96021,33819,87080,33028
202205,5호선,을지로4가,126465,41519,132350,41851
202205,5호선,서대문,458591,64499,470465,60278
202205,5호선,상일동,339278,89818,308922,86240
202205,5호선,천호(풍납토성),432863,131961,426431,134389
202205,5호선,행당,186568,49162,161150,44044
202205,5호선,동대문역사문화공원(DDP),63995,7845,77445,9156
202205,5호선,송정,142600,51495,132023,50015
202205,5호선,미사,406141,75691,403661,75769
202205,5호선,우장산,338448,89859,323370,92528
202205,5호선,마곡,247622,42227,252474,40554
202205,5호선,길동,159809,73160,164536,74436
202205,5호선,목동,404152,81862,426533,82317
202205,5호선,왕십리(성동구청),109316,23679,136005,23791
202205,5호선,동대문역사문화공원(DDP),63995,7845,77445,9156
202205,5호선,광화문(세종문화회관),773839,85302,820105,84889
202205,5호선,고덕,213944,67480,210067,67095
202205,5호선,굽은다리(강동구민회관앞),212915,72041,202979,66880
202205,5호선,방이,161787,45689,165520,45372
202205,5호선,거여,234298,64399,218890,62839
202205,5호선,장한평,423703,89149,412047,89728
202205,5호선,아차산(어린이대공원후문),378327,104311,358606,101447
202205,5호선,신정(은행정),335263,63852,261411,61506
202205,5호선,마포,332116,59681,340939,59411
202205,5호선,강동,422246,109829,400618,107049
202205,5호선,을지로4가,126465,41519,132350,41851
202205,5호선,행당,186568,49162,161150,44044
202205,5호선,신금호,148616,39116,148946,43871
202205,5호선,영등포시장,228278,69089,235286,71093
202205,5호선,충정로(경기대입구),110520,14014,111444,14423
202205,5호선,강일,96021,33819,87080,33028
202205,5호선,하남시청(덕풍?신장),148229,65111,137646,65753
202205,5호선,까치산,689939,156938,639911,156940
202205,5호선,상일동,339278,89818,308922,86240
202205,5호선,화곡,682806,146381,622974,139766
202205,5호선,발산,491826,95048,522335,92880
202205,5호선,애오개,148983,37760,149332,36735
202205,5호선,군자(능동),288493,41026,321284,43180
202205,5호선,마포,332116,59681,340939,59411
202205,5호선,군자(능동),288493,41026,321284,43180
202205,5호선,마장,128308,39059,119317,37811
202205,5호선,강동,422246,109829,400618,107049
202205,5호선,여의나루,495252,33608,540829,33112
202205,5호선,답십리,371422,79656,330303,76842
202205,5호선,올림픽공원(한국체대),105268,38663,95052,35145
202205,5호선,명일,189871,70198,191466,72342
202205,5호선,공덕,341158,45015,365530,42332
202205,5호선,마곡,247622,42227,252474,40554
202205,5호선,답십리,371422,79656,330303,76842
202205,5호선,애오개,148983,37760,149332,36735
202205,5호선,우장산,338448,89859,323370,92528
202205,5호선,오목교(목동운동장앞),544792,85214,586089,84590
202205,5호선,여의도,693464,53002,759027,50613
202205,5호선,오금,85808,20362,86712,20005
202205,5호선,마천,156635,56844,145775,58549
202205,5호선,오목교(목동운동장앞),544792,85214,586089,84590
202205,5호선,마장,128308,39059,119317,37811
202205,5호선,까치산,689939,156938,639911,156940
202205,5호선,방이,161787,45689,165520,45372
202205,5호선,양평,173891,27919,168205,27612
202205,5호선,오금,85808,20362,86712,20005
202205,5호선,청구,89875,25419,83484,19560
202205,5호선,충정로(경기대입구),110520,14014,111444,14423
202205,5호선,광나루(장신대),342066,72828,309031,70278
202205,5호선,화곡,682806,146381,622974,139766
202205,5호선,신금호,148616,39116,148946,43871
202205,5호선,발산,491826,95048,522335,92880
202205,6호선,삼각지,205170,19248,172613,14858
202205,6호선,연신내,21,0,0,0
202205,6호선,태릉입구,153785,40734,178190,44376
202205,6호선,신내,14,0,0,0
202205,6호선,구산,174565,50239,110091,51255
202205,6호선,월드컵경기장(성산),116831,60574,128907,59636
202205,6호선,돌곶이,220399,58297,198584,57063
202205,6호선,보문,190003,30360,170323,28775
202205,6호선,이태원,350614,31387,392461,32406
202205,6호선,석계,290109,77345,302971,76896
202205,6호선,이태원,350614,31387,392461,32406
202205,6호선,역촌,75563,31982,92742,31838
202205,6호선,화랑대(서울여대입구),308680,47895,234871,43305
202205,6호선,한강진,246594,15959,296737,15915
202205,6호선,효창공원앞,175048,38301,157616,35491
202205,6호선,녹사평(용산구청),146908,17692,152946,16821
202205,6호선,마포구청,333591,76545,291143,69263
202205,6호선,독바위,60707,19334,60630,24382
202205,6호선,디지털미디어시티,335760,57460,364634,58199
202205,6호선,광흥창(서강),210299,50002,198415,48960
202205,6호선,창신,85700,18529,69836,17376
202205,6호선,상월곡(한국과학기술연구원),147910,40202,132900,38735
202205,6호선,새절(신사),292032,87929,264554,87358
202205,6호선,약수,81864,22525,83741,21786
202205,6호선,독바위,60707,19334,60630,24382
202205,6호선,보문,190003,30360,170323,28775
202205,6호선,응암,396310,117600,384460,115881
202205,6호선,응암,396310,117600,384460,115881
202205,6호선,약수,81864,22525,83741,21786
202205,6호선,공덕,440708,73517,429695,68456
202205,6호선,안암(고대병원앞),359510,34541,380566,33518
202205,6호선,신당,206146,36663,213251,35675
202205,6호선,신내,14,0,0,0
202205,6호선,망원,348126,79216,377083,81966
202205,6호선,봉화산(서울의료원),204953,48714,190217,48060
202205,6호선,효창공원앞,175048,38301,157616,35491
202205,6호선,불광,92649,40768,95741,33429
202205,6호선,역촌,75563,31982,92742,31838
202205,6호선,버티고개,51041,13401,46854,15964
202205,6호선,마포구청,333591,76545,291143,69263
202205,6호선,녹사평(용산구청),146908,17692,152946,16821
202205,6호선,동묘앞,181504,69859,189394,64652
202205,6호선,연신내,21,0,0,0
202205,6호선,안암(고대병원앞),359510,34541,380566,33518
202205,6호선,월드컵경기장(성산),116831,60574,128907,59636
202205,6호선,삼각지,205170,19248,172613,14858
202205,6호선,봉화산(서울의료원),204953,48714,190217,48060
202205,6호선,상수,256280,21633,301314,21947
202205,6호선,증산(명지대앞),225517,72555,220191,72931
202205,6호선,증산(명지대앞),225517,72555,220191,72931
202205,6호선,대흥(서강대앞),200092,48579,206364,48046
202205,6호선,불광,92649,40768,95741,33429
202205,6호선,동묘앞,181504,69859,189394,64652
202205,6호선,신당,206146,36663,213251,35675
202205,6호선,청구,84762,18584,85859,21960
202205,6호선,대흥(서강대앞),200092,48579,206364,48046
202205,6호선,한강진,246594,15959,296737,15915
202205,6호선,고려대(종암),224046,34982,213307,35185
202205,6호선,디지털미디어시티,335760,57460,364634,58199
202205,6호선,태릉입구,153785,40734,178190,44376
202205,6호선,합정,375560,40239,370793,37030
202205,6호선,상월곡(한국과학기술연구원),147910,40202,132900,38735
202205,6호선,구산,174565,50239,110091,51255
202205,6호선,청구,84762,18584,85859,21960
202205,6호선,고려대(종암),224046,34982,213307,35185
202205,6호선,화랑대(서울여대입구),308680,47895,234871,43305
202205,6호선,상수,256280,21633,301314,21947
202205,6호선,석계,290109,77345,302971,76896
202205,6호선,창신,85700,18529,69836,17376
202205,6호선,새절(신사),292032,87929,264554,87358
202205,6호선,망원,348126,79216,377083,81966
202205,6호선,합정,375560,40239,370793,37030
202205,6호선,돌곶이,220399,58297,198584,57063
202205,6호선,광흥창(서강),210299,50002,198415,48960
202205,6호선,월곡(동덕여대),283793,69310,269485,68715
202205,6호선,버티고개,51041,13401,46854,15964
202205,6호선,월곡(동덕여대),283793,69310,269485,68715
202205,6호선,공덕,440708,73517,429695,68456
202205,7호선,강남구청,389657,48094,441382,49660
202205,7호선,중계,333229,92577,295847,88921
202205,7호선,군자(능동),355611,78540,272004,67776
202205,7호선,남성,255252,70907,229106,69611
202205,7호선,상도,272574,59782,263919,56586
202205,7호선,공릉(서울과학기술대),302365,71230,294608,71337
202205,7호선,뚝섬유원지,348672,46768,334564,46468
202205,7호선,신중동,2,0,0,0
202205,7호선,보라매,240791,46933,239485,46359
202205,7호선,까치울,3,0,0,0
202205,7호선,숭실대입구(살피재),355226,60654,355450,63538
202205,7호선,이수,387838,78194,376096,74159
202205,7호선,어린이대공원(세종대),436855,45502,447194,45064
202205,7호선,신대방삼거리,388609,90822,361383,92466
202205,7호선,먹골,238504,65750,223607,65101
202205,7호선,수락산,287537,99680,274714,99667
202205,7호선,상동,1,0,0,0
202205,7호선,사가정,378571,100990,371815,99659
202205,7호선,태릉입구,249291,58145,242617,56284
202205,7호선,노원,456990,118325,495484,119709
202205,7호선,강남구청,389657,48094,441382,49660
202205,7호선,하계,425661,104023,390899,100813
202205,7호선,내방,331548,67411,343439,65984
202205,7호선,청담,456886,73888,524417,71203
202205,7호선,수락산,287537,99680,274714,99667
202205,7호선,반포,142359,32741,138265,31254
202205,7호선,신중동,2,0,0,0
202205,7호선,학동,565287,58552,612641,55780
202205,7호선,철산,517385,99903,527182,98773
202205,7호선,철산,517385,99903,527182,98773
202205,7호선,장승배기,197237,63722,186855,64589
202205,7호선,먹골,238504,65750,223607,65101
202205,7호선,온수(성공회대입구),259079,40167,246986,38118
202205,7호선,굴포천,1,0,0,0
202205,7호선,보라매,240791,46933,239485,46359
202205,7호선,도봉산,232638,54989,262210,77599
202205,7호선,태릉입구,249291,58145,242617,56284
202205,7호선,남구로,365496,59716,386938,59895
202205,7호선,장암,58176,11410,23076,8385
202205,7호선,하계,425661,104023,390899,100813
202205,7호선,면목,373239,95732,350605,98014
202205,7호선,마들,291003,84251,263996,83254
202205,7호선,대림(구로구청),213437,36762,214849,35943
202205,7호선,이수,387838,78194,376096,74159
202205,7호선,학동,565287,58552,612641,55780
202205,7호선,내방,331548,67411,343439,65984
202205,7호선,논현,493157,48534,543708,48548
202205,7호선,장승배기,197237,63722,186855,64589
202205,7호선,온수(성공회대입구),259079,40167,246986,38118
202205,7호선,뚝섬유원지,348672,46768,334564,46468
202205,7호선,신풍,266225,72956,248916,72709
202205,7호선,도봉산,232638,54989,262210,77599
202205,7호선,사가정,378571,100990,371815,99659
202205,7호선,상도,272574,59782,263919,56586
202205,7호선,중화,255284,67344,242246,65603
202205,7호선,가산디지털단지,1043470,86840,1044260,81967
202205,7호선,면목,373239,95732,350605,98014
202205,7호선,대림(구로구청),213437,36762,214849,35943
202205,7호선,용마산(용마폭포공원),144666,35372,136362,38426
202205,7호선,까치울,3,0,0,0
202205,7호선,남성,255252,70907,229106,69611
202205,7호선,부천시청,2,0,0,0
202205,7호선,공릉(서울과학기술대),302365,71230,294608,71337
202205,7호선,가산디지털단지,1043470,86840,1044260,81967
202205,7호선,군자(능동),355611,78540,272004,67776
202205,7호선,상동,1,0,0,0
202205,7호선,중곡,251932,62300,226240,62744
202205,7호선,중계,333229,92577,295847,88921
202205,7호선,마들,291003,84251,263996,83254
